loan_status,loan_amnt,term,int_rate,installment,annual_inc,home_ownership,verification_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,application_type,tot_hi_cred_lim,avg_cur_bal,bc_open_to_buy,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_op_rev_tl,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies
Fully Paid,5000.0, 60 months,24.41,145.03,34567.63,RENT,Source Verified,home_improvement,ME,5.97,0,700.0,8,0,3264.19,25,w,Individual,27839.29,3218.77,1925.85,0,118.3,3.9,3.4,1,23.3,5,7,7,13,10,95.3,25.9,0
Charged Off,12625.435072776485, 60 months,30.99,416.19,38599.3,MORTGAGE,Verified,vacation,DC,39.82,0,660.0,9,0,20870.47,25,f,Individual,144064.39,21784.7,2908.03,0,174.4,11.2,5.2,2,20.6,3,4,3,5,8,95.9,68.8,0
Fully Paid,33000.0, 36 months,20.05,1227.24,215487.29,MORTGAGE,Verified,debt_consolidation,OH,16.1,0,730.0,11,0,19682.37,24,w,Individual,100100.84,21151.11,43391.56,0,265.7,21.7,2.5,1,10.0,3,3,4,8,4,96.6,21.6,0
Fully Paid,38000.0, 36 months,22.93,1469.58,129012.14,MORTGAGE,Verified,car,GA,14.94,0,715.0,8,0,54069.9,22,w,Individual,56839.09,2492.78,10118.12,0,150.3,3.6,2.8,2,2.1,6,8,7,8,11,99.3,36.6,0
Fully Paid,10500.0, 36 months,19.73,388.77,38688.36,MORTGAGE,Source Verified,debt_consolidation,MT,12.83,0,735.0,15,0,19480.8,30,f,Individual,99814.59,15997.17,4555.23,0,238.5,5.5,3.1,1,18.7,4,8,4,5,11,98.6,19.9,0
Fully Paid,23000.0, 60 months,22.71,644.55,102458.14,MORTGAGE,Source Verified,debt_consolidation,WA,17.85,0,705.0,11,0,3393.69,24,f,Individual,38999.61,2387.31,13932.5,0,166.8,22.1,5.2,1,3.4,1,4,3,9,5,97.2,37.9,0
Fully Paid,25000.0, 36 months,22.74,964.36,48370.87,RENT,Not Verified,home_improvement,WV,11.76,1,690.0,12,0,19627.7,27,f,Individual,155496.5,18768.37,1674.91,0,223.0,9.0,4.3,0,45.0,5,6,8,8,8,83.3,27.0,0
Fully Paid,36000.0, 36 months,17.56,1293.55,60375.88,RENT,Verified,credit_card,MS,21.0,0,725.0,12,0,85514.81,25,f,Individual,59222.97,6596.23,9251.84,0,167.4,6.4,2.3,0,25.8,3,7,5,6,11,99.6,11.0,0
Charged Off,11679.500767549142, 36 months,30.12,496.58,137602.85,RENT,Not Verified,debt_consolidation,AK,21.85,0,660.0,16,0,120806.17,25,w,Individual,32510.11,6564.63,1033.81,0,226.1,22.3,7.9,1,17.1,1,3,2,4,4,99.3,52.7,0
Fully Paid,34500.0, 60 months,23.83,989.09,101085.19,MORTGAGE,Not Verified,credit_card,IA,7.97,0,745.0,11,0,4600.28,25,f,Individual,82886.42,9030.33,4502.45,0,260.3,19.6,0.7,2,12.0,4,10,6,7,13,97.4,20.1,0
Charged Off,9058.466001014986, 60 months,30.99,298.6,25242.83,MORTGAGE,Verified,credit_card,KS,14.42,1,660.0,9,0,11360.94,23,w,Individual,50174.63,5469.32,0.0,0,191.9,13.7,11.9,1,18.5,0,3,2,4,7,76.6,37.1,0
Fully Paid,3000.0, 36 months,20.1,111.64,77915.11,MORTGAGE,Not Verified,moving,MN,14.69,0,710.0,12,0,9248.18,31,w,Individual,44679.42,5333.57,2615.29,0,200.2,10.7,3.9,6,23.3,2,4,3,5,6,95.2,22.4,0
Fully Paid,36000.0, 36 months,22.66,1387.18,156239.05,OWN,Verified,credit_card,WA,0.0,1,680.0,8,0,8055.55,26,w,Individual,108620.66,10601.6,6528.46,0,135.3,21.2,5.4,0,14.4,3,7,6,8,13,77.7,34.7,0
Fully Paid,20500.0, 36 months,22.28,785.88,94502.5,MORTGAGE,Not Verified,debt_consolidation,GA,3.78,0,700.0,12,0,26160.62,22,w,Individual,57509.74,7573.87,741.53,0,189.4,7.2,12.5,0,38.8,4,9,5,8,9,95.8,17.6,0
Fully Paid,22000.0, 36 months,22.88,850.24,71623.01,MORTGAGE,Source Verified,debt_consolidation,WV,27.86,0,675.0,14,0,4562.93,26,f,Individual,45375.68,3136.15,4291.14,0,151.4,9.0,0.5,3,16.2,3,7,6,7,9,97.0,2.9,0
Fully Paid,26500.0, 36 months,19.67,980.38,52203.93,MORTGAGE,Verified,debt_consolidation,HI,27.52,0,735.0,10,0,24981.86,27,w,Individual,93814.11,14559.09,15943.56,0,129.3,16.9,1.9,3,8.7,3,4,4,6,6,96.8,38.6,0
Fully Paid,24000.0, 36 months,21.31,908.03,75138.23,RENT,Verified,debt_consolidation,DC,25.17,0,735.0,11,0,8486.56,25,w,Individual,106801.04,11571.65,4575.25,0,166.7,14.4,12.1,0,16.2,3,6,5,7,9,99.7,73.4,0
Fully Paid,14500.0, 36 months,22.21,555.34,10594.62,MORTGAGE,Verified,debt_consolidation,MN,22.95,0,715.0,10,0,31507.51,24,w,Individual,32543.51,3757.92,1646.86,0,140.7,15.4,0.8,1,18.6,2,5,5,8,7,95.4,69.1,0
Fully Paid,29000.0, 60 months,22.71,812.7,78618.63,OWN,Not Verified,small_business,ND,21.23,0,735.0,13,0,21594.06,24,w,Individual,40908.78,3293.21,3778.85,0,235.1,19.4,13.6,0,23.7,5,8,9,16,9,97.3,66.6,0
Fully Paid,15500.0, 36 months,19.37,571.07,37800.39,RENT,Verified,debt_consolidation,WV,21.16,0,705.0,5,1,61470.38,16,w,Individual,313042.17,42791.42,10548.16,0,167.8,9.8,0.3,0,19.3,3,4,3,3,7,95.4,67.9,1
Fully Paid,33000.0, 60 months,26.44,996.65,34504.51,MORTGAGE,Verified,debt_consolidation,TX,11.64,0,675.0,11,1,16247.07,21,w,Individual,111866.34,11338.69,2465.76,0,169.9,9.7,9.0,3,4.8,1,3,3,7,5,98.0,34.8,1
Fully Paid,24000.0, 36 months,18.27,870.91,90414.7,MORTGAGE,Not Verified,debt_consolidation,WA,26.07,1,700.0,8,0,9509.95,23,f,Individual,130710.92,21950.76,23985.1,0,116.6,7.6,5.6,3,10.7,3,5,4,7,7,90.9,53.1,0
Fully Paid,22000.0, 36 months,21.93,839.39,84053.15,RENT,Not Verified,small_business,OK,9.19,0,690.0,11,0,4659.95,26,w,Individual,36721.97,3085.4,3675.59,0,211.3,10.9,5.4,0,14.8,7,8,10,15,10,96.2,40.7,0
Fully Paid,35500.0, 60 months,22.68,994.25,65621.25,MORTGAGE,Verified,debt_consolidation,FL,38.73,0,745.0,13,0,8451.12,26,w,Individual,92762.84,7773.29,4929.98,0,218.6,15.2,5.3,3,27.8,2,3,3,4,7,98.8,35.2,0
Fully Paid,2500.0, 36 months,20.96,94.14,68860.91,RENT,Source Verified,home_improvement,TX,12.89,0,720.0,13,0,8709.1,21,w,Individual,48192.3,12491.64,3919.06,0,214.5,7.1,6.2,0,7.4,6,10,6,11,12,99.1,49.6,0
Fully Paid,3000.0, 60 months,27.12,91.82,48807.59,RENT,Source Verified,debt_consolidation,SD,9.19,0,705.0,14,0,7079.1,25,w,Individual,84224.94,21294.21,1380.02,0,168.6,10.5,1.1,0,9.1,1,3,3,5,4,99.9,40.4,0
Fully Paid,8500.0, 36 months,23.28,330.27,22882.91,MORTGAGE,Not Verified,major_purchase,MO,45.12,0,705.0,9,0,7252.92,23,w,Individual,82608.61,13690.91,31618.41,0,175.1,21.3,2.7,0,5.6,6,8,8,9,10,100.0,28.3,0
Fully Paid,24000.0, 60 months,24.98,704.15,68887.82,MORTGAGE,Verified,home_improvement,IL,8.14,0,705.0,11,0,4709.03,26,f,Individual,39896.62,4108.24,8906.9,0,296.6,8.8,2.8,0,10.5,1,2,3,5,9,96.1,24.3,0
Charged Off,30811.865507238228, 60 months,30.99,1015.69,79713.81,RENT,Not Verified,credit_card,MI,29.3,0,670.0,10,0,46948.51,18,w,Individual,43422.9,1583.38,0.0,0,156.4,16.1,8.6,0,15.1,5,10,8,11,11,96.3,78.9,0
Fully Paid,4500.0, 36 months,18.88,164.68,36026.84,RENT,Not Verified,debt_consolidation,RI,20.16,0,710.0,14,0,5640.81,25,w,Individual,15748.76,1614.52,4183.29,0,207.7,10.9,1.6,1,21.7,3,6,6,12,10,99.7,44.8,0
Fully Paid,9500.0, 36 months,23.03,367.89,52567.84,RENT,Source Verified,house,SD,22.77,0,710.0,9,0,11634.79,20,f,Individual,53995.5,6538.82,1143.69,0,169.4,2.7,5.1,0,24.7,1,2,3,5,3,96.5,21.1,0
Fully Paid,1500.0, 36 months,19.3,55.21,67101.42,MORTGAGE,Verified,credit_card,KS,27.05,0,685.0,7,0,3057.24,20,w,Individual,131325.69,22944.78,11446.66,0,208.4,4.5,3.9,3,23.1,2,3,4,5,4,97.2,20.7,0
Fully Paid,12000.0, 60 months,24.49,348.64,65240.03,RENT,Verified,debt_consolidation,OK,24.02,0,720.0,13,1,7872.84,26,f,Individual,120818.8,26198.21,4549.52,0,117.1,32.3,1.7,1,4.2,1,1,3,10,6,97.2,35.2,0
Fully Paid,36500.0, 36 months,22.3,1399.62,72785.52,MORTGAGE,Verified,credit_card,IL,4.2,0,695.0,12,0,11144.87,31,f,Individual,96870.74,14338.7,1003.16,0,176.9,7.7,8.3,1,18.3,3,5,3,7,5,99.3,27.2,0
Fully Paid,35500.0, 60 months,26.81,1079.98,76343.18,MORTGAGE,Source Verified,house,MI,20.12,0,725.0,11,0,2113.72,29,w,Individual,161010.91,25153.5,15631.11,0,186.5,19.2,4.4,3,2.5,2,6,2,7,7,95.6,29.9,0
Fully Paid,37000.0, 36 months,20.39,1382.42,38425.97,MORTGAGE,Source Verified,credit_card,ID,19.85,0,710.0,7,0,34375.75,20,f,Individual,158474.75,17386.93,2085.15,0,232.5,2.8,3.8,1,13.6,6,6,6,7,7,98.6,0.4,0
Fully Paid,17000.0, 36 months,18.59,619.63,99202.14,MORTGAGE,Verified,debt_consolidation,CA,23.79,0,730.0,10,0,7108.19,27,f,Individual,53602.88,5496.94,50662.28,0,107.4,12.6,7.3,2,5.6,2,3,3,7,6,97.7,74.5,0
Fully Paid,36500.0, 36 months,22.67,1406.63,54097.02,MORTGAGE,Source Verified,major_purchase,NY,17.15,3,715.0,12,0,12802.01,22,f,Individual,219510.52,39367.55,5783.27,0,135.9,14.5,4.1,1,18.6,6,11,6,9,11,91.6,18.2,0
Fully Paid,3000.0, 36 months,25.36,119.85,114891.91,RENT,Verified,debt_consolidation,ND,10.15,0,700.0,15,0,2340.08,31,w,Individual,116613.25,15356.91,10169.23,0,159.9,5.7,5.9,0,20.6,3,9,6,10,11,95.4,61.7,0
Fully Paid,17000.0, 36 months,17.81,612.97,79926.09,MORTGAGE,Verified,home_improvement,DE,9.62,0,720.0,9,0,8678.97,24,w,Individual,17403.71,118.02,25738.39,0,212.6,15.3,2.6,2,21.4,4,10,7,11,11,99.1,12.6,0
Fully Paid,17500.0, 36 months,18.12,633.72,92785.37,MORTGAGE,Source Verified,debt_consolidation,UT,16.22,0,725.0,6,0,16461.66,21,f,Individual,32060.14,2832.18,1559.78,0,161.9,30.2,13.3,0,23.1,1,4,1,5,7,97.3,70.5,0
Charged Off,32888.12850093293, 60 months,30.74,1079.04,101704.57,RENT,Source Verified,debt_consolidation,NM,12.24,2,660.0,15,0,12243.22,29,f,Individual,51006.7,3579.98,17852.93,0,170.6,4.5,11.9,0,15.5,3,6,4,7,8,78.6,64.2,0
Charged Off,2231.4665425327307, 60 months,29.64,71.7,72541.39,RENT,Verified,debt_consolidation,ND,17.78,0,660.0,9,0,16169.76,21,w,Individual,183365.12,22882.49,1254.16,0,165.2,16.0,3.5,0,14.7,4,9,7,9,13,97.9,73.6,0
Charged Off,22959.396065435074, 36 months,28.53,956.27,88642.5,MORTGAGE,Not Verified,debt_consolidation,MD,18.44,2,660.0,6,0,21280.37,19,f,Individual,56015.67,10635.49,0.0,200,166.9,6.8,4.1,4,22.1,5,10,5,11,12,80.5,80.3,0
Fully Paid,17000.0, 36 months,19.18,624.7,198505.67,RENT,Not Verified,home_improvement,NM,15.0,0,715.0,15,0,11288.64,35,f,Individual,114028.16,13865.85,3828.05,0,195.3,5.0,2.0,0,5.0,5,9,6,9,9,96.0,4.7,0
Fully Paid,24000.0, 36 months,22.3,920.3,32964.74,MORTGAGE,Verified,debt_consolidation,MA,37.4,1,685.0,8,0,9080.82,26,w,Individual,33259.01,2649.45,25744.49,0,136.0,2.1,10.6,2,2.8,2,3,4,9,5,91.7,70.4,0
Charged Off,21294.27409853974, 36 months,26.42,862.73,36044.09,RENT,Verified,debt_consolidation,MA,14.37,0,680.0,12,0,24356.77,24,w,Individual,37387.1,5183.83,4451.57,0,166.4,6.4,7.3,1,30.2,4,8,4,8,10,98.6,56.6,0
Fully Paid,17000.0, 36 months,21.04,640.83,51902.86,OWN,Not Verified,debt_consolidation,NV,0.0,2,730.0,14,0,5372.18,30,w,Individual,205776.45,43516.36,2673.99,0,131.8,7.6,6.7,0,4.8,7,10,8,11,12,89.2,51.6,0
Fully Paid,1000.0, 36 months,21.92,38.15,170973.07,RENT,Not Verified,debt_consolidation,AL,20.1,0,690.0,16,0,37481.51,33,w,Individual,36501.08,11185.44,51333.16,0,195.0,19.9,14.3,0,36.1,1,6,4,7,7,99.9,74.0,0
Fully Paid,24500.0, 60 months,22.66,685.89,71560.44,MORTGAGE,Source Verified,other,LA,10.19,0,745.0,14,2,16028.79,31,w,Individual,110139.13,15219.72,11064.51,0,116.7,4.8,2.9,1,10.8,3,5,4,9,9,98.4,72.2,1
Charged Off,7271.730734257702, 60 months,29.02,230.91,33951.47,RENT,Verified,debt_consolidation,MI,32.22,1,705.0,10,0,44066.73,28,w,Joint App,54643.26,12681.83,1259.54,200,200.9,11.3,6.7,0,19.6,3,7,4,9,8,71.4,91.2,0
Fully Paid,17000.0, 36 months,21.49,644.76,38593.17,MORTGAGE,Verified,debt_consolidation,MO,15.82,0,700.0,7,0,12336.82,24,w,Individual,96863.69,15552.2,1990.64,0,257.7,31.4,8.9,1,5.0,3,4,4,9,6,97.4,35.5,0
Fully Paid,28500.0, 36 months,23.44,1109.77,117736.49,RENT,Not Verified,credit_card,ND,18.01,3,680.0,7,0,5575.64,29,w,Individual,72991.95,5569.04,2039.39,0,129.5,3.0,10.4,0,4.0,5,10,7,10,13,80.0,63.2,0
Fully Paid,22000.0, 36 months,19.41,811.0,90718.14,RENT,Not Verified,debt_consolidation,SC,5.83,0,725.0,10,0,19011.65,24,w,Individual,38700.31,4091.38,4754.58,0,125.2,33.6,3.2,1,13.9,2,3,4,6,4,96.6,27.2,0
Charged Off,30988.939695394303, 36 months,24.66,1226.55,20919.56,RENT,Not Verified,debt_consolidation,WY,23.02,1,725.0,12,0,3038.02,33,f,Joint App,53353.46,3156.76,3300.24,0,194.1,8.8,0.1,1,6.3,4,6,7,14,6,79.6,36.9,0
Fully Paid,4500.0, 36 months,19.89,166.98,49397.4,MORTGAGE,Source Verified,debt_consolidation,ID,28.08,0,710.0,7,0,12077.14,26,w,Individual,60309.87,16632.17,6173.97,0,115.6,22.1,0.6,1,6.1,3,5,5,9,5,97.4,62.4,0
Charged Off,9297.335343033454, 36 months,21.3,351.71,14885.99,RENT,Not Verified,medical,GA,30.01,1,715.0,10,0,9841.18,20,w,Individual,30348.75,4162.28,7149.47,0,146.2,3.0,6.1,0,50.9,4,9,5,6,10,77.6,57.5,0
Fully Paid,14000.0, 60 months,24.33,405.44,125243.11,RENT,Source Verified,debt_consolidation,WI,18.75,0,705.0,10,0,2948.95,27,f,Individual,92327.22,18394.22,4726.04,0,218.0,11.6,1.3,0,2.3,3,5,4,8,6,96.1,62.7,0
Fully Paid,35500.0, 36 months,23.96,1392.02,74359.5,MORTGAGE,Source Verified,debt_consolidation,IL,6.77,0,680.0,12,0,6867.72,21,f,Individual,122836.54,22217.11,4212.36,0,157.4,11.5,9.3,0,19.5,3,4,6,8,4,95.7,31.9,0
Charged Off,6076.521143609207, 60 months,30.99,200.31,48408.52,RENT,Verified,home_improvement,OR,26.69,0,675.0,10,0,15850.96,21,w,Individual,18383.64,2050.9,507.89,0,238.6,17.2,9.0,0,9.4,3,4,5,10,5,96.4,82.4,0
Fully Paid,34500.0, 36 months,23.1,1337.28,28833.96,MORTGAGE,Not Verified,debt_consolidation,NJ,20.47,0,720.0,16,0,25813.55,28,w,Individual,249029.23,39531.31,6828.53,0,128.6,19.8,2.9,0,11.1,1,5,1,6,6,98.4,86.0,0
Fully Paid,7000.0, 36 months,18.21,253.8,48350.28,RENT,Not Verified,debt_consolidation,KY,28.14,0,730.0,12,1,8552.8,28,w,Individual,201037.92,33558.13,43287.73,0,265.4,17.4,2.9,0,28.5,4,7,6,9,9,95.5,50.2,1
Charged Off,39912.98899932152, 60 months,30.99,1315.7,80931.5,MORTGAGE,Not Verified,credit_card,NY,25.06,0,690.0,4,0,12196.27,13,w,Individual,791278.53,119686.45,4400.57,0,265.3,1.2,2.7,3,11.6,3,8,4,5,9,99.1,45.0,0
Fully Paid,1500.0, 36 months,23.98,58.83,60154.09,RENT,Not Verified,debt_consolidation,SD,22.09,0,705.0,15,0,24339.59,28,f,Individual,8463.04,1125.95,2668.65,0,176.1,34.2,6.6,1,4.0,5,5,7,12,7,95.8,42.1,0
Fully Paid,23000.0, 36 months,17.55,826.32,51875.56,RENT,Verified,debt_consolidation,CO,14.02,0,755.0,10,0,24058.96,27,f,Individual,111216.56,15636.56,4204.94,0,120.7,2.8,11.7,0,19.6,5,6,7,10,6,96.9,62.4,0
Charged Off,19244.567285907462, 60 months,27.93,598.38,159972.58,RENT,Verified,debt_consolidation,CA,17.7,0,705.0,12,0,12991.82,22,w,Individual,27192.44,2419.67,802.08,0,253.7,6.9,1.3,0,8.7,2,8,2,4,10,96.9,73.6,0
Fully Paid,13000.0, 60 months,23.72,371.87,25648.29,MORTGAGE,Source Verified,home_improvement,NC,21.26,0,710.0,6,0,13925.45,22,f,Individual,58762.92,8961.82,2095.5,0,131.8,4.8,16.2,3,0.2,3,8,7,14,10,96.5,39.6,0
Fully Paid,2500.0, 60 months,19.74,65.87,48123.0,MORTGAGE,Not Verified,debt_consolidation,MD,19.39,0,775.0,8,1,5703.07,14,w,Individual,179451.37,35792.22,2503.28,0,171.7,15.3,9.7,1,4.3,4,9,5,7,12,96.7,59.4,2
Fully Paid,30000.0, 60 months,21.74,824.14,42405.62,MORTGAGE,Source Verified,credit_card,SD,19.53,1,725.0,12,0,5267.94,24,w,Individual,147251.26,17059.55,6950.19,500,199.4,24.5,0.8,5,4.2,4,6,6,8,8,87.0,7.4,0
Fully Paid,20500.0, 36 months,23.04,793.98,104762.0,RENT,Verified,other,WV,18.37,0,690.0,22,0,9521.68,37,w,Individual,45660.02,4404.78,9505.88,0,297.2,10.2,2.6,0,41.8,5,5,8,9,9,100.0,45.9,0
Charged Off,26131.18718856188, 60 months,30.99,861.39,64534.6,MORTGAGE,Not Verified,debt_consolidation,MN,4.97,3,660.0,14,0,5057.82,22,w,Individual,91764.94,14771.84,0.0,500,134.1,10.6,6.8,1,7.0,7,12,9,15,14,83.9,98.2,0
Fully Paid,13000.0, 36 months,18.99,476.46,69236.69,OWN,Not Verified,home_improvement,ND,22.28,0,715.0,8,0,9988.03,24,w,Individual,24649.03,2806.28,12175.43,0,177.0,40.4,1.1,0,19.3,3,7,10,15,9,100.0,60.8,0
Fully Paid,25500.0, 36 months,16.83,906.99,35398.46,RENT,Verified,home_improvement,PA,22.96,1,745.0,10,0,7288.83,26,w,Individual,32343.61,2201.33,2269.2,0,226.1,15.6,9.3,1,3.2,1,3,5,8,6,88.9,35.8,0
Fully Paid,6500.0, 60 months,19.8,171.49,86301.62,RENT,Verified,small_business,MT,12.14,0,750.0,7,1,13921.96,23,w,Individual,67301.6,13891.7,2046.47,0,245.5,21.8,8.2,1,33.9,4,6,6,10,6,97.2,43.2,1
Charged Off,39013.30153325534, 36 months,25.99,1571.66,16134.73,MORTGAGE,Source Verified,credit_card,WI,28.32,0,675.0,2,0,49766.95,15,f,Individual,61744.98,6177.59,6990.12,0,211.2,16.0,1.8,2,11.7,5,7,8,13,8,98.5,47.0,0
Fully Paid,11000.0, 36 months,15.7,385.1,58105.52,RENT,Not Verified,debt_consolidation,RI,15.82,0,775.0,10,0,8566.53,25,w,Individual,643095.68,118049.67,7236.57,0,133.3,0.3,3.0,0,26.4,3,5,3,5,8,98.2,54.1,0
Fully Paid,10000.0, 60 months,23.12,282.59,49882.69,MORTGAGE,Not Verified,debt_consolidation,VA,18.22,0,710.0,13,0,10656.82,19,f,Joint App,167311.02,30577.54,16895.64,0,123.5,14.6,15.6,0,41.5,2,5,2,5,9,98.3,48.5,0
Fully Paid,1000.0, 36 months,23.32,38.88,128757.15,RENT,Not Verified,educational,MN,11.36,0,715.0,10,0,5171.21,25,w,Individual,12665.38,1715.38,1333.29,0,208.8,11.9,2.7,1,22.8,3,4,6,10,7,95.1,70.9,0
Fully Paid,20000.0, 36 months,18.1,724.05,105875.11,OWN,Verified,car,WV,16.99,0,730.0,10,0,59734.88,27,w,Individual,51162.62,8849.86,1297.15,0,162.9,18.7,7.0,0,9.1,4,5,5,8,6,98.4,32.1,0
Fully Paid,16500.0, 36 months,23.02,638.88,104637.07,RENT,Source Verified,debt_consolidation,IL,3.64,0,685.0,5,0,4157.57,18,w,Individual,102035.9,12014.4,7519.75,0,185.8,8.5,13.5,0,5.0,7,9,8,13,11,97.7,65.1,0
Charged Off,7362.748717714123, 36 months,26.97,300.47,59757.59,MORTGAGE,Verified,debt_consolidation,UT,20.01,0,700.0,13,0,8914.21,32,w,Individual,156125.8,24562.69,0.0,0,151.9,3.7,4.5,2,6.6,5,6,6,11,6,97.9,81.9,0
Fully Paid,1000.0, 36 months,18.53,36.42,165223.46,MORTGAGE,Source Verified,moving,AL,32.8,0,720.0,12,0,11528.39,26,f,Individual,50632.44,11504.6,6254.52,0,248.2,31.1,1.5,5,14.8,3,4,3,5,7,97.1,75.7,0
Fully Paid,39000.0, 36 months,20.57,1460.73,121221.64,RENT,Source Verified,debt_consolidation,MN,18.6,1,715.0,15,0,3538.25,30,w,Individual,59657.61,3364.94,6582.53,0,150.5,4.9,3.1,0,17.5,5,9,7,12,10,77.7,51.3,0
Fully Paid,3000.0, 36 months,22.23,114.93,36857.55,OWN,Verified,small_business,OK,14.47,0,695.0,14,0,7964.53,29,w,Individual,12680.68,3086.23,1007.52,0,193.4,1.8,9.8,0,31.3,5,7,6,8,8,97.9,53.8,0
Fully Paid,13000.0, 36 months,23.88,509.21,54398.51,RENT,Not Verified,debt_consolidation,GA,14.17,0,690.0,8,1,577.18,14,w,Individual,60710.96,6711.89,4331.63,0,168.7,19.6,3.7,0,32.0,1,2,3,5,2,98.8,50.6,2
Fully Paid,24500.0, 36 months,19.52,904.53,109513.53,MORTGAGE,Source Verified,credit_card,ID,11.42,0,745.0,12,0,16545.95,25,f,Individual,28719.64,1257.29,3148.66,0,205.8,18.7,2.4,1,32.3,3,5,4,7,6,99.2,57.2,0
Fully Paid,17500.0, 36 months,17.59,629.07,85145.75,OWN,Source Verified,debt_consolidation,TN,18.29,0,735.0,9,0,6227.8,27,w,Individual,155754.14,17963.58,4150.22,0,122.8,17.3,10.7,1,34.6,5,7,5,10,8,97.3,38.2,0
Fully Paid,22000.0, 36 months,19.56,812.67,71410.56,MORTGAGE,Source Verified,medical,MN,8.75,0,740.0,11,0,5451.39,27,w,Individual,30521.07,2457.55,12962.1,0,145.0,21.4,6.7,2,1.6,7,12,8,11,15,96.7,0.8,0
Fully Paid,32500.0, 36 months,19.97,1207.32,92004.3,MORTGAGE,Not Verified,debt_consolidation,UT,23.72,0,725.0,8,0,6196.79,23,w,Individual,265609.59,36508.67,1015.73,0,224.8,4.0,1.7,1,11.0,2,3,3,5,4,95.7,12.7,0
Fully Paid,8500.0, 60 months,25.0,249.49,21131.29,RENT,Not Verified,debt_consolidation,DE,24.48,0,695.0,15,0,6010.62,25,f,Joint App,99320.97,15510.52,1642.74,0,174.6,36.7,11.6,0,15.9,4,10,7,9,12,99.1,59.7,0
Fully Paid,32000.0, 36 months,21.1,1207.25,94951.42,MORTGAGE,Source Verified,debt_consolidation,PA,23.08,0,705.0,9,0,15807.12,28,w,Individual,195425.8,50214.43,19914.88,0,149.6,3.3,1.3,1,7.7,5,7,7,9,8,95.1,25.5,0
Charged Off,34126.49415794475, 36 months,23.31,1326.55,113232.22,RENT,Verified,debt_consolidation,IA,30.8,2,740.0,13,0,38521.06,30,f,Individual,94603.48,19027.1,4577.95,0,174.3,17.6,1.7,0,13.0,4,10,6,8,13,74.3,31.8,0
Fully Paid,9000.0, 36 months,19.61,332.69,118126.88,MORTGAGE,Source Verified,debt_consolidation,MS,25.23,0,700.0,9,0,5469.89,17,w,Individual,151490.89,28140.42,11188.89,0,202.7,10.1,11.4,3,0.5,2,5,5,8,7,97.3,52.2,0
Fully Paid,30000.0, 36 months,23.76,1173.21,411991.52,MORTGAGE,Verified,debt_consolidation,DE,19.96,0,695.0,12,1,11502.52,26,w,Joint App,125673.94,18143.71,2844.53,0,195.4,10.7,1.7,2,9.4,3,9,5,10,10,97.1,34.0,1
Fully Paid,38000.0, 36 months,19.29,1398.51,98640.86,MORTGAGE,Not Verified,other,OK,28.62,0,720.0,17,0,7296.62,24,w,Individual,121706.37,15676.17,18603.54,0,275.7,21.3,4.9,5,27.9,8,9,8,12,13,97.3,56.6,0
Fully Paid,20500.0, 36 months,20.43,766.35,66428.78,ANY,Not Verified,debt_consolidation,UT,21.3,1,715.0,10,0,10202.87,29,f,Individual,200951.89,28467.97,4265.8,0,387.3,8.0,2.5,0,6.5,0,2,1,3,3,80.5,43.8,0
Fully Paid,38000.0, 36 months,20.66,1425.03,198528.32,MORTGAGE,Verified,debt_consolidation,MI,12.24,0,710.0,9,0,3272.04,23,w,Individual,67803.82,6356.86,1561.57,0,118.5,8.1,11.2,1,2.1,4,6,5,6,8,97.1,72.6,0
Fully Paid,1000.0, 36 months,20.59,37.46,41167.84,RENT,Verified,debt_consolidation,ME,16.68,0,720.0,6,0,13470.42,22,w,Joint App,34700.52,8208.3,6662.57,0,178.1,11.8,2.1,0,41.6,2,5,3,7,6,95.5,62.6,0
Charged Off,3397.823388933317, 60 months,30.36,110.68,39946.68,MORTGAGE,Not Verified,credit_card,MI,30.08,0,690.0,10,0,8637.14,22,f,Individual,19351.78,4696.11,1331.88,0,181.2,2.8,4.2,3,1.3,3,7,3,3,10,95.8,60.8,0
Fully Paid,39500.0, 60 months,20.96,1067.72,69248.28,MORTGAGE,Not Verified,debt_consolidation,NY,21.2,0,735.0,9,0,23039.57,24,f,Individual,132742.74,16184.83,5101.68,0,91.3,11.1,12.5,3,21.1,6,8,8,13,8,98.5,17.4,0
Fully Paid,16500.0, 36 months,17.47,592.14,42812.68,RENT,Verified,credit_card,LA,12.73,0,740.0,8,0,6778.37,28,w,Individual,34860.65,3643.39,3057.71,0,168.9,2.7,3.8,1,17.0,3,7,5,12,10,95.8,26.5,0
Fully Paid,31500.0, 36 months,25.42,1259.44,113264.76,MORTGAGE,Not Verified,debt_consolidation,OK,17.63,0,680.0,6,1,4422.8,12,w,Individual,97870.3,17948.48,39479.44,0,265.0,8.9,11.9,3,11.9,4,6,4,5,6,98.6,38.3,1
